

budget= 409600.000000;

nprojects=512;

nareas= 8;

nactivities= 16;

nsynergies= 20;

Areas=[
< 22976.736, 74232.531>
< 15037.952, 82025.195>
< 40165.578, 99457.625>
< 32065.920, 60283.930>
< 41693.371, 127065.508>
< 52402.273, 90348.750>
< 43738.504, 85857.062>
< 15935.436, 95612.617>
];


Projects= [
<1704.01, 5803.44, 3,4.19>
<1374.24, 5776.70, 1,8.18>
<1461.79, 5949.06, 1,6.22>
<1706.78, 5701.98, 6,6.01>
<2532.46, 5886.06, 3,6.64>
<433.08, 5958.90, 3,7.69>
<692.82, 5707.20, 1,3.42>
<2130.39, 5986.64, 6,9.30>
<5190.88, 5975.88, 8,8.95>
<3902.58, 5764.12, 6,3.07>
<906.53, 5829.42, 6,3.56>
<2783.50, 5857.50, 2,4.05>
<4025.06, 5919.44, 5,5.52>
<3976.02, 5706.06, 2,3.35>
<3546.16, 5985.16, 5,3.49>
<4646.38, 5865.96, 3,9.37>
<2370.19, 5941.12, 1,4.19>
<2580.50, 5709.64, 7,6.50>
<461.70, 5764.34, 8,4.75>
<3871.14, 5910.00, 1,6.36>
<4019.24, 5781.06, 6,7.69>
<3819.97, 5768.44, 8,8.74>
<1835.17, 5869.98, 4,4.61>
<3272.48, 5908.04, 7,5.45>
<2794.00, 5802.64, 1,7.34>
<3355.37, 5889.56, 6,5.38>
<4018.92, 5804.16, 7,4.68>
<3746.29, 5929.98, 6,6.85>
<2616.33, 6090.08, 7,3.07>
<1706.14, 5829.56, 2,8.95>
<2891.84, 5966.56, 8,7.48>
<3614.37, 5827.76, 7,5.59>
<5000.78, 5994.00, 3,6.15>
<3564.24, 6090.00, 4,6.36>
<2708.40, 5937.70, 5,8.88>
<2942.12, 5841.94, 1,9.93>
<787.33, 5855.76, 4,7.76>
<1489.76, 5920.08, 5,8.32>
<4272.05, 5767.54, 5,7.13>
<1034.02, 5809.36, 2,6.64>
<2401.26, 5863.46, 8,3.00>
<1198.69, 6004.74, 6,6.08>
<913.45, 5961.36, 8,9.16>
<2042.26, 5833.26, 2,5.66>
<422.06, 5730.78, 1,3.77>
<2543.11, 5954.84, 1,3.14>
<1130.88, 5835.60, 4,3.28>
<351.92, 5796.84, 8,7.27>
<319.39, 5986.94, 1,8.46>
<392.79, 5980.76, 5,4.68>
<2928.77, 5904.86, 3,7.34>
<4205.88, 5770.32, 6,4.19>
<1458.00, 5855.54, 1,6.99>
<1544.47, 5958.60, 6,4.47>
<2811.39, 5913.78, 6,3.56>
<1800.40, 5906.82, 8,5.66>
<3685.94, 6014.22, 3,3.84>
<3398.05, 5928.14, 7,5.66>
<3422.55, 5993.32, 3,5.31>
<4457.09, 5957.06, 6,9.51>
<1655.25, 5862.64, 5,6.57>
<1552.74, 5837.72, 1,4.61>
<1811.57, 5687.62, 5,9.02>
<2430.05, 5938.04, 2,3.63>
<4593.37, 5844.26, 3,9.86>
<2556.72, 5815.48, 4,5.10>
<4970.30, 5913.30, 7,3.56>
<3647.06, 5854.10, 3,9.30>
<1116.29, 5860.50, 2,6.08>
<1744.82, 5759.40, 5,8.74>
<1062.17, 5819.76, 5,5.59>
<3130.51, 5979.90, 5,3.98>
<929.95, 5831.40, 5,3.42>
<2426.75, 5797.00, 7,3.07>
<1785.75, 5748.50, 3,4.96>
<2871.93, 5872.74, 3,5.45>
<4233.40, 6055.74, 4,5.94>
<3633.88, 6032.68, 1,5.73>
<359.88, 5966.70, 4,9.65>
<338.40, 5776.84, 3,6.43>
<3732.07, 5937.98, 8,8.95>
<2440.57, 5734.98, 3,6.71>
<2369.87, 5895.12, 1,5.17>
<2347.59, 5944.20, 5,3.77>
<2784.03, 5809.30, 3,6.85>
<1751.33, 5774.58, 8,8.60>
<3845.40, 5775.24, 4,7.90>
<2109.43, 5820.08, 1,9.51>
<360.34, 5811.34, 2,9.86>
<2337.70, 6115.00, 6,4.12>
<1432.56, 5937.22, 3,9.44>
<2892.88, 5838.04, 8,3.70>
<1271.26, 5984.94, 1,7.41>
<1992.20, 5788.46, 7,4.33>
<2786.94, 5927.64, 3,6.71>
<782.00, 5870.88, 4,6.64>
<3596.62, 5809.50, 4,6.57>
<3676.23, 5939.82, 8,5.45>
<834.08, 5794.00, 6,6.43>
<1778.87, 5848.14, 5,3.70>
<4523.11, 5892.62, 3,9.79>
<335.20, 5721.10, 2,3.00>
<966.18, 6067.48, 4,5.59>
<825.97, 5802.16, 6,6.08>
<1718.44, 5792.26, 8,9.37>
<4434.06, 5928.92, 3,3.98>
<3907.45, 5896.02, 8,4.19>
<1814.30, 5801.50, 4,8.18>
<246.00, 5830.96, 8,4.75>
<1916.49, 5921.48, 3,5.66>
<1921.70, 5733.96, 2,3.91>
<340.20, 5897.40, 3,7.76>
<2167.49, 5680.42, 6,6.36>
<2407.00, 6014.40, 3,9.93>
<435.80, 5685.46, 6,6.78>
<4340.52, 5773.60, 2,3.35>
<2299.97, 5914.76, 8,9.93>
<1963.04, 6141.62, 3,7.97>
<3805.12, 5874.02, 5,6.50>
<2735.54, 5857.70, 6,4.68>
<1373.41, 5863.26, 8,4.96>
<479.69, 5812.52, 1,4.96>
<2842.53, 5840.06, 7,7.34>
<4441.81, 5847.98, 7,8.39>
<3200.54, 5925.62, 3,9.65>
<744.52, 5945.54, 4,7.83>
<450.64, 5978.58, 5,7.06>
<319.41, 5969.52, 4,8.39>
<1383.50, 5828.08, 5,6.08>
<2088.10, 5832.64, 4,6.85>
<1566.46, 5924.34, 7,8.95>
<1739.75, 5913.96, 1,3.14>
<4405.12, 5785.86, 5,4.19>
<4109.02, 5769.08, 1,4.75>
<2125.61, 6012.16, 8,5.87>
<877.70, 5823.24, 5,7.20>
<2429.16, 5857.74, 1,5.73>
<3225.59, 5844.70, 2,4.33>
<292.86, 5820.50, 6,9.37>
<1593.30, 5863.50, 1,9.44>
<4274.82, 5842.00, 1,7.48>
<995.86, 5795.70, 3,6.57>
<3661.49, 5887.94, 5,6.50>
<1369.70, 6015.32, 2,5.31>
<3370.65, 5959.22, 7,3.28>
<3163.70, 5867.70, 4,9.79>
<3816.45, 5780.74, 4,6.71>
<2556.23, 5714.46, 5,8.46>
<1026.96, 5758.78, 6,4.75>
<4040.43, 5795.04, 6,9.30>
<2852.83, 6024.74, 4,6.92>
<2850.02, 5826.06, 7,5.80>
<1759.10, 6020.94, 2,9.44>
<937.21, 5873.68, 4,6.36>
<658.35, 5669.78, 5,7.13>
<970.16, 5750.02, 8,8.18>
<367.50, 5839.32, 1,6.71>
<2200.13, 5872.76, 1,6.57>
<4210.61, 5921.26, 1,6.78>
<3293.03, 5823.04, 6,3.07>
<3547.90, 5845.52, 8,5.03>
<1853.20, 5962.32, 1,6.64>
<4101.44, 5835.60, 8,3.21>
<376.67, 6042.52, 5,7.06>
<1030.80, 5918.80, 7,5.59>
<4805.36, 6083.72, 5,9.93>
<544.73, 5705.88, 6,3.21>
<3598.65, 5905.22, 1,5.80>
<1560.76, 5951.36, 6,3.14>
<1500.91, 5825.54, 6,8.81>
<2773.76, 5781.50, 6,8.60>
<2386.94, 5965.90, 6,5.59>
<2091.48, 5756.24, 8,5.45>
<2600.00, 5919.46, 1,9.16>
<2803.51, 5837.52, 7,5.03>
<4229.60, 5952.44, 5,3.35>
<1657.45, 5907.34, 8,9.51>
<1703.57, 5813.84, 3,9.51>
<1601.95, 5834.78, 6,5.80>
<2553.04, 6021.66, 6,8.32>
<313.62, 5980.26, 5,3.28>
<507.00, 5913.00, 5,8.25>
<1551.59, 5718.44, 6,4.26>
<2351.82, 5897.84, 7,3.49>
<4982.18, 5771.76, 5,3.28>
<3120.52, 5895.52, 2,5.38>
<881.82, 5958.34, 6,9.93>
<1855.30, 5894.56, 2,7.90>
<3476.12, 5934.64, 3,4.12>
<3054.01, 5873.56, 7,8.67>
<4115.55, 5681.38, 3,3.00>
<848.59, 5824.24, 4,6.85>
<3647.37, 5906.00, 6,6.01>
<1712.50, 5864.76, 5,9.23>
<3229.24, 5994.66, 3,3.28>
<271.88, 5675.26, 8,7.55>
<306.24, 6033.78, 1,6.15>
<1570.40, 5879.10, 1,4.40>
<2242.79, 5787.78, 8,3.49>
<1391.43, 5744.72, 7,5.52>
<330.07, 5745.96, 2,7.83>
<2814.54, 5721.10, 5,6.36>
<797.99, 5816.10, 8,9.86>
<2468.36, 5890.40, 5,3.49>
<4359.51, 5755.74, 1,8.32>
<278.85, 5857.04, 7,3.77>
<3144.27, 5813.00, 3,8.18>
<3064.12, 5879.58, 6,8.18>
<242.00, 5823.42, 5,7.69>
<2749.16, 5968.88, 1,3.35>
<2420.11, 5891.00, 3,5.38>
<2606.88, 5848.68, 2,8.88>
<3102.01, 5852.74, 5,3.98>
<2139.76, 5873.24, 4,9.65>
<1302.60, 5763.60, 7,8.81>
<3972.48, 5893.54, 7,8.95>
<241.92, 5906.26, 6,3.42>
<1298.73, 6026.00, 4,4.75>
<620.93, 5964.28, 3,3.21>
<4792.00, 5956.66, 7,7.90>
<3383.80, 5878.84, 2,4.47>
<4344.42, 5838.34, 6,7.27>
<880.52, 5972.78, 8,6.36>
<4503.82, 5784.62, 1,4.19>
<3191.53, 5782.16, 5,3.21>
<342.34, 5964.60, 7,5.73>
<3247.34, 5816.34, 3,6.43>
<419.47, 5932.64, 2,7.83>
<2380.70, 5817.36, 3,8.60>
<3464.76, 5859.16, 6,9.30>
<4111.82, 5805.38, 1,3.00>
<433.05, 5848.26, 6,8.04>
<865.46, 5825.50, 8,7.27>
<3534.84, 5897.92, 8,7.41>
<3271.76, 5770.34, 8,5.10>
<3089.36, 5795.24, 6,9.72>
<2834.81, 5976.90, 3,4.05>
<553.55, 5922.66, 5,3.14>
<3839.57, 5891.96, 3,6.15>
<2790.06, 6066.08, 1,5.17>
<2324.93, 5931.66, 7,6.29>
<4515.15, 5951.98, 2,5.66>
<3658.66, 5886.22, 6,9.86>
<261.01, 5697.86, 3,7.48>
<690.78, 5832.86, 4,8.25>
<2869.82, 5820.32, 3,9.93>
<3717.51, 5855.52, 5,8.74>
<3585.38, 5863.44, 2,5.45>
<639.62, 5817.24, 6,7.83>
<3309.06, 5895.16, 2,7.13>
<1038.07, 5951.12, 8,5.24>
<1029.77, 5895.82, 5,3.42>
<1622.22, 5871.60, 6,4.19>
<3834.63, 5926.64, 6,7.41>
<2343.07, 5907.40, 3,8.60>
<1943.84, 6011.96, 3,7.41>
<3253.54, 5890.66, 5,7.83>
<1337.32, 5937.36, 1,8.60>
<1169.98, 5784.74, 5,3.84>
<4091.63, 5824.72, 8,6.50>
<4368.77, 5858.80, 2,3.21>
<1742.90, 5813.56, 5,4.05>
<1843.48, 5940.44, 8,4.47>
<290.78, 5779.56, 3,5.24>
<4593.34, 5692.86, 8,6.43>
<4342.85, 5961.52, 1,6.15>
<527.83, 5801.76, 4,3.21>
<3871.70, 5944.56, 6,8.67>
<2474.31, 5749.96, 4,3.77>
<2473.97, 5825.92, 7,5.45>
<1959.21, 5828.32, 2,6.01>
<4517.76, 6029.04, 2,8.25>
<4666.52, 5851.22, 1,6.85>
<1858.36, 5823.52, 2,5.24>
<2447.52, 5942.10, 5,3.28>
<3156.87, 5808.32, 5,3.49>
<3421.60, 5644.96, 4,8.88>
<4076.41, 5942.44, 2,9.72>
<3142.47, 5805.66, 8,8.11>
<1105.18, 5965.68, 5,9.93>
<2544.08, 5825.36, 4,8.25>
<2990.93, 6043.06, 3,6.85>
<926.38, 5933.00, 4,9.93>
<2265.26, 5845.70, 3,3.00>
<3130.57, 6043.12, 7,9.02>
<3855.41, 5819.48, 5,3.42>
<318.46, 5899.60, 8,9.30>
<829.54, 5906.92, 2,9.58>
<642.98, 5747.42, 7,5.87>
<2955.41, 5854.72, 5,3.91>
<1271.79, 5897.06, 2,3.84>
<1598.16, 5863.82, 4,6.92>
<2385.14, 5836.78, 8,9.58>
<2980.14, 5916.06, 4,6.71>
<4135.73, 5766.18, 7,8.88>
<2199.53, 5899.16, 6,5.87>
<3941.20, 5758.84, 4,3.00>
<1212.74, 5853.74, 3,5.73>
<313.08, 5911.76, 4,9.02>
<3382.63, 6056.00, 6,7.34>
<3061.06, 5930.60, 3,8.46>
<4719.38, 5891.34, 7,6.71>
<3791.89, 5870.60, 7,6.78>
<1976.88, 5905.78, 6,7.62>
<4330.94, 5939.68, 5,8.39>
<4376.77, 5968.70, 4,6.15>
<2504.44, 5897.88, 7,3.21>
<1366.27, 5838.02, 5,5.66>
<2394.75, 5754.42, 3,7.06>
<2503.94, 5975.72, 5,4.19>
<4746.40, 6018.60, 3,9.72>
<4745.82, 6007.56, 6,3.21>
<1466.14, 5868.34, 7,3.49>
<3699.93, 5857.66, 5,6.36>
<2768.83, 5888.98, 3,5.31>
<2890.32, 5826.08, 5,7.83>
<531.83, 5912.86, 3,8.81>
<4143.54, 5812.74, 8,8.88>
<4012.95, 5874.00, 6,8.18>
<272.00, 5950.48, 3,5.59>
<284.68, 5926.44, 8,8.67>
<4203.48, 5806.10, 1,6.22>
<2476.49, 5930.18, 4,9.23>
<1349.76, 5810.40, 7,5.31>
<4325.78, 5937.72, 1,4.96>
<3949.20, 5771.70, 3,5.94>
<1707.81, 5844.86, 8,7.27>
<2882.30, 5801.66, 8,4.82>
<4460.22, 5926.10, 2,5.73>
<4723.20, 5878.40, 6,7.62>
<4361.70, 5873.76, 5,5.59>
<4557.25, 5849.22, 6,9.16>
<2967.20, 5836.12, 4,7.34>
<1198.17, 6020.36, 1,3.63>
<2437.45, 6011.06, 1,4.54>
<3345.51, 5955.86, 5,9.51>
<3101.17, 5922.26, 5,5.38>
<814.97, 5893.02, 5,5.73>
<3678.40, 5949.68, 6,4.89>
<4431.34, 5886.14, 6,8.18>
<3834.32, 5978.76, 2,4.61>
<4826.89, 6059.60, 5,5.31>
<4102.75, 5992.22, 3,3.98>
<759.74, 5732.06, 5,3.28>
<1983.63, 5812.74, 1,8.95>
<2718.52, 5902.90, 2,8.46>
<4410.63, 5865.88, 8,7.06>
<667.74, 5796.98, 7,5.94>
<2558.78, 5881.10, 4,9.30>
<3693.23, 5840.92, 3,7.27>
<2322.18, 5977.86, 2,6.57>
<1553.26, 5747.62, 3,4.33>
<2709.88, 5806.82, 6,9.79>
<265.68, 5871.54, 1,7.20>
<1148.30, 5970.86, 1,5.17>
<447.35, 5823.80, 3,5.31>
<2096.26, 5947.60, 7,6.85>
<913.12, 5918.14, 8,9.30>
<1250.52, 5859.90, 2,8.39>
<1491.14, 5995.62, 2,8.32>
<3643.25, 5857.74, 1,7.83>
<2230.62, 5719.56, 2,8.95>
<823.37, 5897.64, 4,4.75>
<2110.97, 5911.84, 1,6.57>
<4405.04, 5991.28, 6,5.17>
<1837.57, 5844.44, 8,5.24>
<4424.37, 5869.28, 1,7.97>
<3020.69, 5948.36, 4,4.33>
<1722.60, 5877.24, 3,7.34>
<4214.47, 5854.86, 2,6.22>
<4753.00, 5874.04, 6,4.26>
<2000.20, 5666.66, 3,9.93>
<4373.77, 5979.98, 5,9.79>
<3978.96, 5814.88, 7,9.65>
<4573.13, 5862.92, 2,9.09>
<2436.61, 5889.48, 7,9.16>
<2183.51, 5888.82, 1,5.10>
<4635.16, 5910.64, 8,9.09>
<939.26, 5892.74, 8,6.71>
<4421.25, 5920.66, 1,8.18>
<4278.24, 5874.30, 2,6.92>
<1894.76, 5941.44, 4,4.33>
<1468.15, 5908.60, 2,3.70>
<3899.33, 5830.60, 2,3.00>
<2725.09, 5895.16, 5,7.90>
<3186.44, 5881.18, 1,4.19>
<3865.50, 5858.20, 8,5.03>
<2250.44, 6044.02, 1,7.55>
<4869.88, 6008.98, 2,6.99>
<337.11, 5814.12, 3,6.64>
<619.22, 5846.96, 5,8.88>
<2918.64, 5937.58, 6,3.07>
<1324.17, 5932.86, 5,7.62>
<4590.32, 5896.56, 1,4.47>
<220.22, 5955.08, 7,5.17>
<4422.81, 5878.26, 2,6.92>
<3406.92, 5865.30, 5,6.78>
<1510.32, 6080.70, 4,7.69>
<489.89, 5785.28, 4,7.55>
<4435.06, 5886.36, 7,5.80>
<2939.88, 5870.50, 3,7.62>
<573.85, 5785.14, 1,4.89>
<1699.06, 5820.80, 7,4.75>
<622.97, 5964.28, 1,8.18>
<4513.45, 5815.98, 8,3.42>
<4455.94, 5796.58, 7,4.89>
<3838.98, 5854.64, 4,4.33>
<3378.80, 6003.18, 1,6.99>
<1439.55, 5791.90, 7,4.40>
<356.79, 5852.68, 4,6.99>
<1689.76, 5831.34, 3,8.18>
<3160.16, 5675.18, 1,5.73>
<2640.69, 5818.16, 1,9.44>
<845.29, 5816.82, 4,9.79>
<2354.42, 5873.86, 3,4.82>
<3261.20, 5920.40, 7,6.43>
<256.76, 5873.54, 3,9.93>
<2027.15, 5927.36, 7,9.09>
<2888.97, 5952.54, 1,8.18>
<3325.53, 5856.88, 7,3.49>
<3802.88, 5936.46, 4,5.80>
<1222.45, 5873.48, 3,4.54>
<358.41, 5860.50, 3,7.62>
<1721.43, 5911.96, 3,9.79>
<1500.34, 5947.52, 3,7.06>
<3391.30, 5888.18, 8,6.01>
<3872.16, 5919.30, 2,4.68>
<4509.41, 5940.20, 1,4.19>
<1537.63, 5866.16, 3,5.87>
<2726.35, 5886.38, 7,5.17>
<4683.81, 5977.76, 2,6.99>
<1845.70, 5805.30, 6,3.77>
<410.07, 5937.74, 5,3.63>
<3558.65, 5762.98, 8,5.31>
<1259.70, 5912.56, 1,3.84>
<3703.95, 5784.54, 6,4.05>
<3506.64, 5767.06, 7,8.53>
<1539.42, 5964.22, 4,7.41>
<3442.68, 5840.12, 5,4.19>
<4618.79, 5805.58, 5,9.23>
<2179.27, 5928.88, 2,8.04>
<879.53, 5806.42, 5,7.48>
<4323.85, 5867.60, 4,7.62>
<931.04, 5831.24, 7,7.55>
<4843.38, 6003.90, 5,6.36>
<3581.25, 5852.86, 7,4.82>
<3970.39, 5907.32, 5,5.03>
<3604.07, 5921.42, 8,3.98>
<3123.07, 6007.82, 3,9.16>
<879.15, 5928.06, 4,8.18>
<432.14, 5984.38, 7,5.80>
<3312.13, 5688.12, 8,6.92>
<1821.21, 5865.62, 8,8.53>
<757.98, 5856.86, 3,4.54>
<225.68, 5843.14, 3,8.88>
<3584.04, 5912.46, 3,4.96>
<1884.96, 5891.00, 5,6.01>
<1696.81, 5827.96, 3,3.35>
<3590.06, 5870.22, 4,4.82>
<2338.38, 5814.08, 7,7.83>
<2096.08, 5933.06, 5,4.33>
<2871.75, 6002.00, 8,5.24>
<2580.40, 5863.86, 7,5.59>
<1248.48, 6003.58, 1,5.66>
<1644.33, 5913.32, 7,9.79>
<1618.58, 5870.10, 1,5.03>
<2949.08, 5840.14, 6,3.42>
<4205.92, 5999.86, 1,7.34>
<2440.28, 5896.32, 6,3.56>
<2230.83, 5906.74, 4,9.02>
<4722.06, 5956.44, 7,6.29>
<3285.08, 5754.76, 3,3.07>
<3323.44, 5951.78, 3,3.49>
<4536.67, 5907.68, 7,6.57>
<3931.48, 5920.38, 5,5.03>
<1594.24, 5834.94, 4,7.20>
<1986.48, 5791.64, 5,4.40>
<3182.40, 5914.98, 2,3.00>
<3969.80, 5736.10, 4,9.58>
<3581.80, 5765.84, 6,5.38>
<2450.45, 5889.80, 3,3.49>
<3432.16, 5922.98, 7,8.67>
<1597.05, 5910.08, 5,6.64>
<4646.46, 5881.90, 6,9.86>
<2998.16, 5826.88, 8,8.53>
<1568.79, 5881.94, 3,6.71>
<2440.47, 5887.60, 6,6.64>
<1451.58, 5849.36, 3,4.12>
<3209.12, 5812.46, 7,7.55>
<4742.12, 5753.24, 4,9.79>
<3624.73, 5953.28, 1,5.80>
<2389.35, 5793.94, 5,6.22>
<241.08, 5698.28, 8,6.71>
<3426.71, 5852.26, 5,7.83>
<2943.30, 5805.90, 3,9.23>
<769.42, 5790.84, 5,9.30>
<4313.03, 5871.58, 5,7.90>
<3547.84, 5938.76, 8,7.27>
<549.29, 5747.52, 4,4.05>
<876.35, 5783.16, 1,5.45>
<912.68, 5696.50, 6,6.36>
<4310.24, 5849.92, 4,8.11>
<1498.74, 5849.98, 6,6.29>
<1514.14, 5759.32, 8,3.84>
<734.72, 5846.74, 1,3.70>
<4519.26, 5985.02, 8,7.13>
<4136.38, 5961.20, 8,7.90>
<3629.11, 5989.16, 4,4.05>
<3671.90, 5871.94, 8,3.28>
<463.98, 5949.86, 3,8.18>
<1689.97, 5857.56, 5,9.44>
<3800.76, 5840.56, 1,9.51>];

Activities= {
<1, 1, 0.09, 356.00, 388.12>,
<1, 2, 0.03, 328.00, 377.68>,
<1, 3, 0.08, 358.00, 387.40>,
<1, 4, 0.05, 242.00, 325.74>,
<1, 5, 0.06, 326.00, 363.00>,
<1, 6, 0.02, 330.00, 367.10>,
