

budget= 409600.000000;

nprojects=512;

nareas= 8;

nactivities= 16;

nsynergies= 20;

Areas=[
< 49110.469, 90035.859>
< 28498.053, 65545.523>
< 38385.859, 94045.359>
< 53429.469, 118732.148>
< 40958.934, 74041.148>
< 33991.254, 61802.281>
< 14745.328, 85522.906>
< 44223.395, 91605.609>
];


Projects= [
<3528.77, 6026.94, 5,4.40>
<1305.00, 5864.84, 2,8.67>
<1792.28, 5898.06, 2,3.49>
<1929.62, 5842.32, 6,9.44>
<2005.58, 5865.20, 2,4.96>
<4997.28, 5914.14, 1,9.16>
<1885.14, 5798.22, 3,4.68>
<1618.53, 5985.82, 4,4.40>
<3614.26, 5763.02, 1,9.37>
<693.91, 5854.00, 1,9.72>
<4743.00, 5895.64, 5,6.36>
<2190.41, 5869.10, 2,8.18>
<2389.16, 5956.30, 2,3.91>
<3771.80, 5985.62, 1,5.66>
<3198.10, 5903.00, 1,6.43>
<4798.09, 5850.18, 7,4.89>
<4228.84, 5926.96, 5,3.21>
<340.80, 5785.18, 8,6.08>
<4430.16, 6048.40, 3,6.71>
<1099.00, 5989.36, 3,3.42>
<2558.64, 5973.96, 6,7.90>
<3689.57, 5827.08, 4,8.74>
<2866.92, 5916.28, 5,9.72>
<3757.13, 6009.18, 3,3.14>
<4086.70, 6013.58, 2,8.60>
<340.76, 5936.82, 1,7.62>
<4765.16, 5914.00, 4,7.76>
<1653.84, 5689.98, 8,3.91>
<2253.16, 5808.36, 2,7.62>
<3982.51, 5904.96, 5,7.48>
<2661.12, 5891.02, 3,5.52>
<1403.71, 5972.92, 6,9.02>
<2610.46, 5804.94, 5,6.92>
<4315.04, 5846.54, 5,3.07>
<3219.76, 5815.42, 2,4.54>
<323.74, 5941.00, 3,5.94>
<3050.69, 5708.08, 4,3.42>
<4732.19, 5857.04, 1,9.37>
<2799.46, 5888.68, 3,5.10>
<3690.92, 5763.80, 3,9.51>
<3977.70, 5862.68, 3,9.65>
<877.60, 5991.66, 4,5.94>
<1276.38, 5929.86, 5,6.64>
<773.61, 5826.50, 6,6.43>
<2021.26, 5899.86, 1,7.34>
<1935.74, 5824.34, 5,9.09>
<897.00, 5824.00, 7,3.63>
<688.18, 5845.00, 5,9.23>
<1445.71, 5885.36, 5,7.13>
<292.43, 5824.16, 7,4.82>
<1413.78, 6013.20, 2,3.14>
<1597.08, 5888.20, 5,8.46>
<1057.74, 5749.32, 8,9.72>
<3164.43, 5851.74, 3,4.05>
<3903.11, 5878.76, 4,3.98>
<2555.76, 5975.06, 1,9.16>
<4132.14, 5863.04, 2,4.40>
<3187.82, 5761.52, 7,8.32>
<1317.51, 5995.26, 4,9.30>
<651.61, 5831.16, 5,9.72>
<3683.82, 5798.54, 5,6.01>
<764.48, 5835.02, 2,3.21>
<3858.46, 5790.02, 7,7.20>
<2008.63, 5739.52, 5,7.83>
<813.78, 5805.36, 2,9.09>
<1838.09, 5966.70, 4,6.64>
<366.04, 5906.84, 4,7.69>
<4761.76, 5811.52, 3,6.43>
<3946.62, 5783.06, 3,6.57>
<2102.50, 5908.08, 8,9.23>
<2925.15, 5740.86, 7,4.75>
<3005.22, 5856.42, 5,8.46>
<1213.72, 5875.24, 5,3.77>
<1030.67, 5918.92, 8,7.90>
<1250.95, 5863.02, 4,5.24>
<3649.02, 5915.10, 7,7.06>
<1788.20, 5773.28, 6,3.07>
<2736.10, 5815.38, 1,8.53>
<611.80, 5796.76, 8,6.99>
<1987.96, 6035.60, 3,8.88>
<584.00, 5822.78, 7,6.29>
<1320.87, 6094.20, 4,8.95>
<4080.15, 5772.12, 6,7.97>
<3872.15, 5928.90, 1,5.03>
<3585.31, 5924.72, 2,3.21>
<1640.32, 5863.66, 4,5.80>
<4064.24, 5953.20, 3,9.93>
<2272.05, 5848.28, 7,8.46>
<872.78, 5999.54, 6,4.82>
<1286.62, 5927.30, 1,4.12>
<4064.44, 5949.12, 6,7.69>
<1901.95, 5927.54, 1,5.66>
<4568.28, 5973.56, 1,9.09>
<4045.13, 6077.94, 8,9.02>
<2084.02, 5821.88, 6,4.54>
<1511.92, 5892.24, 7,9.51>
<4186.29, 5874.58, 4,7.13>
