budget= 50000.000000;

nprojects=100;

nareas= 2;

nactivities= 5;

 nsynergies= 5;

 pi=0.50;

 maxitems= 5;

Areas=[
< 13975.00, 32500.00>
< 16650.00, 37000.00>
];


Projects= [
<836.37, 1458.41, 1, 7.69>
<1015.22, 1470.44, 1, 8.81>
<947.74, 1402.96, 1, 5.45>
<964.06, 1419.28, 1, 4.40>
<1362.42, 1770.80, 2, 4.96>
<1360.76, 1769.14, 2, 9.51>
<710.75, 1786.41, 2, 8.53>
<1284.53, 1692.91, 2, 3.91>
<661.68, 1116.90, 1, 5.66>
<69.25, 1191.76, 1, 6.92>
<7.93, 1114.57, 1, 8.60>
<583.80, 1205.84, 1, 9.02>
<666.80, 1122.02, 1, 3.42>
<1995.25, 2403.63, 2, 8.81>
<1886.59, 2294.97, 2, 6.01>
<1245.01, 2320.67, 2, 7.34>
<1327.56, 1735.94, 2, 3.84>
<1342.66, 1751.04, 2, 3.07>
<1219.24, 1794.44, 2, 3.49>
<1162.65, 1737.85, 2, 6.50>
<1503.41, 1958.63, 1, 3.98>
<1252.97, 1875.01, 1, 5.24>
<1462.24, 1917.46, 1, 8.46>
<812.73, 1221.10, 2, 7.55>
<86.15, 1161.81, 2, 3.84>
<73.19, 1148.85, 2, 4.40>
<583.44, 1158.64, 2, 3.63>
<112.35, 1188.01, 2, 7.20>
<732.47, 1140.85, 2, 7.06>
<204.38, 826.42, 1, 9.02>
<325.01, 780.23, 1, 4.96>
<390.37, 845.59, 1, 7.48>
<258.96, 863.54, 1, 9.86>
<265.98, 856.53, 1, 9.37>
<167.91, 789.96, 1, 9.37>
<333.61, 788.83, 1, 6.08>
<3065.47, 3473.85, 2, 9.16>
<3137.03, 3545.41, 2, 9.93>
<349.80, 1472.30, 1, 8.25>
<850.10, 1472.14, 1, 9.09>
<956.53, 1411.76, 1, 9.37>
<308.42, 1430.93, 1, 8.88>
<1014.20, 1469.43, 1, 7.83>
<917.87, 1373.10, 1, 7.76>
<860.00, 1482.05, 1, 6.08>
<935.29, 1390.51, 1, 5.31>
<667.89, 1123.11, 1, 3.49>
