

budget= 409600.000000;

nprojects=512;

nareas= 8;

nactivities= 16;

nsynergies= 20;

Areas=[
< 10916.167, 77626.070>
< 53357.910, 116417.258>
< 40172.566, 75323.562>
< 39096.547, 115427.906>
< 65220.801, 103870.164>
< 35849.516, 91774.758>
< 8725.369, 101214.281>
< 28612.717, 66763.008>
];


Projects= [
<3720.96, 5752.04, 4,5.10>
<402.04, 5916.98, 4,8.60>
<1375.43, 5678.76, 5,8.53>
<2471.26, 5700.94, 5,6.85>
<4025.10, 5910.40, 2,8.74>
<3832.30, 5825.38, 3,5.73>
<2313.31, 5740.56, 7,7.20>
<3076.06, 5738.22, 6,9.16>
<1024.14, 5904.34, 3,3.77>
<2423.19, 5820.30, 4,3.42>
<969.46, 5830.14, 3,7.69>
<1459.93, 5748.06, 5,9.30>
<5014.44, 5987.78, 6,6.50>
<835.56, 5913.40, 8,9.65>
<1008.15, 5950.56, 8,8.53>
<1444.35, 5833.28, 2,9.72>
<1828.75, 5886.84, 8,7.69>
<2391.87, 5843.02, 4,4.68>
<1379.41, 5950.00, 2,8.25>
<1470.41, 5792.24, 2,7.97>
<1143.90, 5987.94, 8,9.23>
<2404.60, 5971.78, 7,4.12>
<2688.48, 5800.24, 1,6.92>
<4002.39, 6101.58, 5,7.48>
<1282.95, 5911.48, 5,6.92>
<2743.72, 5864.78, 4,3.84>
<4324.55, 5967.80, 8,6.50>
<1860.40, 5918.96, 8,9.72>
<2564.42, 5879.90, 8,9.86>
<4883.51, 5896.98, 5,9.79>
<2937.89, 5844.80, 4,7.62>
<579.52, 5747.78, 7,9.37>
<1112.45, 5875.06, 1,4.47>
<4720.36, 6008.72, 6,8.88>
<1031.22, 6119.50, 1,6.22>
<798.55, 5752.86, 1,6.71>
<2227.87, 5908.66, 7,7.90>
<4792.55, 6130.00, 7,9.30>
<923.16, 6069.64, 5,5.03>
<2350.37, 5759.20, 7,6.15>
<3777.90, 5886.44, 6,4.68>
<3679.79, 5874.64, 5,7.27>
<2494.67, 5846.32, 3,4.05>
<3959.12, 5932.56, 1,4.89>
<3000.17, 6003.62, 8,3.07>
<1949.18, 5642.46, 1,9.37>
<710.38, 5829.62, 4,4.19>
<4551.71, 5789.58, 7,3.35>
<3990.69, 5883.40, 8,6.43>
<2351.26, 5749.20, 7,9.09>
<1162.87, 5901.50, 5,6.43>
<4112.80, 5878.48, 8,5.45>
<3357.72, 5987.30, 3,7.62>
<4576.89, 5781.42, 4,6.15>
<1904.29, 5898.18, 2,5.17>
<2650.70, 5819.40, 5,5.38>
<4042.43, 5933.08, 8,6.57>
<280.17, 5827.44, 1,5.38>
<3238.52, 5694.48, 2,3.35>
<4945.25, 5874.26, 4,8.60>
<897.55, 5796.18, 4,5.66>
<1290.26, 5943.98, 6,8.39>
<1969.92, 5724.78, 4,6.99>
<3006.77, 5899.70, 4,6.22>
<1211.11, 5913.00, 8,8.39>
<2517.09, 5733.10, 8,3.42>
<3070.62, 5929.40, 5,8.53>
<1482.06, 5812.06, 7,9.86>
<4301.41, 5874.16, 7,7.97>
<3702.30, 5914.82, 4,9.51>
<2080.74, 5839.54, 2,5.66>
<2723.72, 5744.52, 5,3.70>
<1416.03, 5964.56, 3,4.89>
<3641.86, 5923.48, 3,3.56>
<4120.28, 5843.28, 3,6.99>
<4525.80, 5817.24, 2,5.94>
<2232.59, 5893.74, 5,4.12>
<3805.52, 5956.44, 7,3.21>
<3576.04, 5852.60, 3,3.42>
<4692.05, 5854.26, 7,5.24>
<2742.40, 5913.64, 4,9.09>
