

budget= 409600.000000;

nprojects=512;

nareas= 8;

nactivities= 16;

nsynergies= 20;

Areas=[
< 54268.676, 112711.867>
< 25712.621, 94938.914>
< 25422.244, 84088.961>
< 34151.855, 89174.281>
< 40019.605, 96714.047>
< 23017.559, 89193.039>
< 32775.070, 103500.227>
< 17304.785, 71526.445>
];


Projects= [
<4346.21, 5863.16, 1,9.16>
<316.27, 5761.32, 5,5.87>
<2302.69, 5893.28, 6,6.99>
<2407.38, 5847.24, 3,7.13>
<4185.36, 5936.88, 5,4.19>
<2731.36, 5798.74, 2,4.05>
<232.32, 5864.70, 6,8.53>
<2320.84, 5958.06, 2,4.40>
<220.80, 6036.00, 8,8.95>
<699.19, 5892.24, 4,5.03>
<2628.00, 5829.26, 2,7.83>
<540.68, 5962.88, 7,8.88>
<3781.04, 5887.52, 4,6.57>
<4499.02, 5760.38, 2,4.96>
<335.33, 5866.66, 1,7.83>
<2798.13, 5935.66, 8,6.43>
<2070.80, 5931.60, 3,4.54>
<4456.72, 5938.58, 8,6.71>
<1014.26, 5838.36, 6,7.76>
<4745.47, 5959.10, 8,6.15>
<3502.99, 5728.24, 7,8.53>
<2159.68, 5704.62, 2,7.20>
<2719.68, 5971.64, 3,3.98>
<1653.04, 5842.22, 1,8.67>
<353.97, 5725.52, 1,3.91>
<784.35, 5857.80, 4,9.37>
<4210.28, 5967.30, 3,4.89>
<4655.00, 6100.78, 2,6.29>
<3064.04, 5805.48, 4,7.27>
<460.69, 5769.88, 5,6.64>
<487.10, 5830.10, 3,3.21>
<742.92, 5807.74, 4,9.44>
<900.77, 5881.78, 7,6.08>
<2564.14, 5838.66, 8,3.70>
<4483.15, 5925.38, 1,3.70>
<1308.05, 5764.10, 2,6.43>
<3237.70, 5709.32, 4,4.33>
<1868.72, 5832.42, 8,3.28>
<3350.65, 5851.98, 1,9.58>
<2851.03, 5954.98, 7,5.52>
<2131.50, 5766.46, 5,9.93>
<1425.32, 5802.36, 7,5.94>
<4294.48, 5881.62, 2,6.78>
<3413.67, 5806.82, 4,3.35>
<4265.49, 6037.62, 2,7.90>
<1639.22, 5885.64, 6,9.86>
<2581.09, 5888.00, 2,3.77>
<4090.68, 5967.78, 3,6.57>
<3114.38, 5813.80, 1,9.16>
<2159.22, 5893.72, 4,7.97>
<2192.28, 5754.56, 5,8.04>
<1235.40, 6101.72, 4,6.01>
<3433.86, 5843.16, 5,8.74>
<2093.10, 5857.66, 7,4.96>
<3426.67, 5975.20, 8,8.88>
<2682.43, 5836.66, 2,9.16>
<1337.61, 5918.26, 4,9.37>
<4144.88, 5792.82, 2,3.70>
<4294.60, 5786.38, 4,4.68>
<3753.09, 5850.14, 4,3.98>
<4137.95, 5843.34, 7,8.39>
<1845.46, 5798.34, 6,7.76>
<2871.77, 5824.46, 2,6.85>
<527.08, 5779.74, 3,6.36>
<3166.45, 5757.38, 7,5.59>
<4622.96, 5939.90, 8,6.15>
<2456.05, 5796.68, 5,9.51>
<2292.38, 6020.38, 5,6.71>
<4585.44, 6039.18, 4,9.16>
<931.91, 5894.54, 4,6.92>
<1833.44, 5932.20, 7,9.86>
<1058.23, 5722.18, 6,3.56>
<1345.49, 5990.16, 1,4.82>
<3385.08, 5839.98, 8,9.09>
<336.52, 5817.10, 2,5.59>
<4225.20, 5802.26, 1,6.15>
<906.75, 5861.90, 3,7.62>
<975.61, 5808.74, 3,3.56>
<4529.01, 5968.36, 6,9.23>
<1788.11, 5918.22, 7,4.12>
<4364.50, 5776.46, 7,8.60>
<1403.01, 5882.84, 7,5.45>
<4712.57, 5908.96, 4,6.71>
<500.10, 5998.48, 3,3.07>
<3808.67, 5719.06, 6,4.54>
<4039.14, 5896.74, 2,7.62>
<3947.83, 5908.30, 5,6.71>
<3496.13, 5864.28, 5,3.91>
<388.17, 5829.04, 1,6.08>
<773.75, 5757.36, 2,5.10>
<4230.85, 5919.62, 1,3.42>
<2303.98, 5949.46, 4,6.64>
<1436.64, 5971.56, 3,9.51>
<1895.10, 5855.36, 3,9.79>
<3610.48, 5966.96, 7,4.47>
<3285.48, 5629.48, 7,3.56>
