budget= 50000.000000;

nprojects=100;

nareas= 2;

nactivities= 5;

 nsynergies= 5;

 pi=0.50;

 maxitems= 5;

Areas=[
< 13975.00, 32500.00>
< 16650.00, 37000.00>
];


Projects= [
<815.81, 1445.73, 1, 5.45>
<1028.08, 1489.73, 1, 4.05>
<930.30, 1391.95, 1, 3.00>
<383.33, 1518.06, 1, 4.26>
<715.76, 1807.42, 2, 5.24>
<1189.73, 1776.58, 2, 3.70>
<659.36, 1751.03, 2, 9.79>
<1381.68, 1800.27, 2, 6.29>
<469.34, 1099.27, 1, 4.47>
<734.24, 1195.89, 1, 9.09>
<695.73, 1157.38, 1, 9.65>
<59.10, 1193.83, 1, 9.58>
<64.37, 1199.10, 1, 9.86>
<1869.91, 2456.77, 2, 7.76>
<1931.51, 2350.10, 2, 8.18>
<1909.84, 2328.43, 2, 6.15>
<1427.06, 1845.65, 2, 7.06>
<641.20, 1732.86, 2, 4.12>
<1145.66, 1732.52, 2, 9.65>
<1405.68, 1824.27, 2, 3.07>
<759.95, 1894.68, 1, 3.00>
<1578.45, 2040.10, 1, 9.44>
<1449.03, 1910.69, 1, 4.19>
<636.12, 1222.97, 2, 3.35>
<752.38, 1170.97, 2, 9.51>
<733.27, 1151.86, 2, 3.35>
<91.92, 1183.58, 2, 8.39>
<611.15, 1198.01, 2, 4.26>
<789.30, 1207.89, 2, 4.19>
<339.29, 800.94, 1, 5.73>
<426.82, 888.48, 1, 7.13>
<275.98, 858.75, 1, 3.00>
<198.32, 828.25, 1, 9.79>
<188.54, 818.47, 1, 8.53>
<16.75, 816.14, 1, 3.42>
<372.79, 834.44, 1, 8.04>
<3045.66, 3464.25, 2, 9.79>
<2579.39, 3671.05, 2, 6.99>
<450.82, 1585.55, 1, 3.49>
<1161.92, 1623.58, 1, 3.35>
<1273.34, 1735.00, 1, 7.06>
<583.35, 1718.08, 1, 9.23>
<940.60, 1570.53, 1, 7.34>
<1265.55, 1727.20, 1, 7.34>
<1269.35, 1731.01, 1, 6.22>
<832.40, 1250.99, 2, 4.54>
<132.19, 1223.86, 2, 5.66>
<738.88, 1157.47, 2, 8.18>
<67.46, 1159.12, 2, 6.01>
<764.08, 1182.67, 2, 8.60>
<742.60, 1161.19, 2, 5.73>
<466.25, 1096.17, 1, 3.63>
<764.94, 1226.59, 1, 4.47>
<18.19, 1152.92, 1, 3.14>
<587.89, 1217.81, 1, 8.60>
<17.25, 1151.98, 1, 8.67>
<1300.06, 1929.99, 1, 4.61>
<1347.79, 1977.71, 1, 4.82>
<1480.52, 1942.18, 1, 5.31>
<1468.85, 1930.51, 1, 4.19>
<1557.04, 2018.69, 1, 9.58>
<1261.93, 1891.86, 1, 5.59>
<378.47, 797.06, 2, 7.62>
<171.01, 757.87, 2, 4.40>
<81.22, 805.24, 2, 7.90>
<196.08, 782.93, 2, 3.84>
<250.32, 762.65, 2, 6.99>
<122.12, 827.65, 2, 9.79>
<325.05, 743.64, 2, 5.73>
<175.09, 835.93, 2, 3.70>
<69.41, 822.34, 2, 7.13>
<207.29, 927.44, 1, 3.63>
<346.51, 976.43, 1, 7.55>
<115.70, 1019.03, 1, 8.04>
<407.96, 1037.88, 1, 4.96>
<473.53, 935.18, 1, 5.17>
<487.84, 949.50, 1, 5.24>
<468.06, 1054.92, 2, 3.49>
<624.96, 1043.55, 2, 5.24>
<461.47, 1048.33, 2, 7.27>
<407.75, 994.61, 2, 8.60>
<468.89, 1055.75, 2, 7.41>
<49.76, 1041.90, 2, 6.22>
<585.58, 1004.17, 2, 4.33>
<606.18, 1024.77, 2, 7.20>
<59.49, 1032.18, 2, 6.92>
<151.60, 940.07, 2, 8.11>
<160.49, 931.17, 2, 3.42>
<640.12, 1058.71, 2, 6.99>
<621.50, 1040.09, 2, 5.94>
<581.79, 1000.38, 2, 4.33>
<206.09, 737.19, 2, 3.77>
<348.66, 767.25, 2, 9.51>
<211.82, 769.96, 2, 3.14>
<327.55, 746.14, 2, 9.93>
<241.19, 828.05, 2, 5.24>
<69.10, 755.09, 2, 5.52>
<280.54, 867.40, 2, 4.47>
<253.18, 840.04, 2, 6.92>
<237.31, 824.17, 2, 4.33>];

Activities= {
<1, 1, 0.22, 130.28, 296.08>,
<1, 2, 0.06, 127.88, 272.07>,
<1, 3, 0.27, 207.26, 296.08>,
<1, 4, 0.08, 347.30, 373.44>,
<1, 5, 0.37, 58.26, 208.06>,
<2, 1, 0.24, 143.05, 230.72>,
<2, 2, 0.13, 334.55, 384.54>,
<2, 3, 0.26, 124.59, 230.72>,
<2, 4, 0.29, 266.61, 333.27>,
<2, 5, 0.09, 267.01, 310.48>,
<3, 1, 0.25, 67.13, 145.93>,
<3, 2, 0.19, 66.68, 303.09>,
<3, 3, 0.15, 286.02, 291.86>,
<3, 4, 0.26, 184.66, 263.80>,
<3, 5, 0.15, 333.06, 387.28>,
<4, 1, 0.06, 105.32, 175.54>,
<4, 2, 0.23, 299.29, 302.31>,
<4, 3, 0.34, 48.99, 445.34>,
<4, 4, 0.17, 211.20, 289.31>,
<4, 5, 0.20, 39.72, 305.56>,
<5, 1, 0.34, 409.36, 430.91>,
<5, 2, 0.02, 304.15, 482.78>,
<5, 3, 0.26, 229.82, 319.19>,
<5, 4, 0.11, 136.93, 263.33>,
<5, 5, 0.27, 18.67, 311.21>,
<6, 1, 0.34, 476.78, 496.64>,
<6, 2, 0.05, 144.86, 273.32>,
<6, 3, 0.49, 282.09, 303.32>,
<6, 4, 0.04, 192.39, 246.66>,
<6, 5, 0.08, 95.90, 456.65>,
<7, 1, 0.33, 163.87, 390.17>,
<7, 2, 0.22, 377.61, 393.35>,
<7, 3, 0.28, 246.54, 425.07>,
<7, 4, 0.06, 253.14, 301.35>,
<7, 5, 0.12, 48.22, 241.08>,
<8, 1, 0.11, 508.09, 619.63>,
<8, 2, 0.30, 250.20, 301.44>,
<8, 3, 0.07, 211.85, 385.17>,
<8, 4, 0.36, 206.40, 242.83>,
<8, 5, 0.16, 248.69, 251.20>,
<9, 1, 0.16, 58.52, 201.79>,
<9, 2, 0.02, 73.99, 134.53>,
<9, 3, 0.18, 200.14, 244.07>,
<9, 4, 0.33, 87.46, 236.38>,
<9, 5, 0.31, 220.35, 282.50>,
<10, 1, 0.29, 31.63, 126.54>,
<10, 2, 0.16, 145.05, 196.01>,
<10, 3, 0.13, 264.39, 367.20>,
<10, 4, 0.10, 144.90, 181.12>,
<10, 5, 0.32, 185.26, 325.02>,
<11, 1, 0.34, 181.15, 251.60>,
<11, 2, 0.25, 162.06, 284.31>,
<11, 3, 0.35, 151.72, 226.44>,
<11, 4, 0.06, 188.45, 269.22>,
<11, 5, 0.00, 40.26, 125.80>,
<12, 1, 0.09, 143.54, 196.63>,
<12, 2, 0.15, 154.42, 296.95>,
<12, 3, 0.27, 152.07, 286.92>,
<12, 4, 0.09, 149.86, 154.50>,
<12, 5, 0.40, 85.41, 258.83>,
<13, 1, 0.25, 67.19, 139.97>,
<13, 2, 0.23, 323.27, 347.60>,
<13, 3, 0.19, 50.30, 228.62>,
<13, 4, 0.05, 167.97, 233.29>,
<13, 5, 0.28, 152.27, 249.62>,
<14, 1, 0.19, 198.52, 360.95>,
<14, 2, 0.17, 670.66, 838.33>,
<14, 3, 0.06, 335.33, 349.30>,
<14, 4, 0.26, 221.69, 326.02>,
<14, 5, 0.33, 454.10, 582.17>,
<15, 1, 0.20, 266.39, 274.63>,
<15, 2, 0.00, 207.19, 351.16>,
<15, 3, 0.14, 659.65, 666.31>,
<15, 4, 0.36, 400.96, 549.26>,
<15, 5, 0.29, 447.69, 508.74>,
<16, 1, 0.09, 492.12, 523.53>,
<16, 2, 0.23, 159.00, 369.77>,
<16, 3, 0.18, 446.36, 464.95>,
<16, 4, 0.04, 459.43, 516.21>,
<16, 5, 0.45, 358.64, 453.97>,
<17, 1, 0.24, 347.80, 434.75>,
<17, 2, 0.18, 385.74, 406.04>,
<17, 3, 0.12, 253.26, 266.59>,
<17, 4, 0.24, 397.84, 410.14>,
<17, 5, 0.23, 242.81, 328.12>,
<18, 1, 0.25, 184.31, 283.56>,
<18, 2, 0.26, 196.64, 479.60>,
<18, 3, 0.16, 26.15, 290.56>,
<18, 4, 0.15, 8.82, 441.09>,
<18, 5, 0.18, 226.15, 238.05>,
<19, 1, 0.16, 166.94, 333.87>,
<19, 2, 0.25, 428.89, 442.15>,
<19, 3, 0.10, 165.81, 473.73>,
<19, 4, 0.20, 228.30, 248.15>,
<19, 5, 0.29, 187.69, 234.61>,
<20, 1, 0.21, 41.17, 294.10>,
<20, 2, 0.04, 541.61, 558.36>,
<20, 3, 0.27, 457.69, 502.95>,
<20, 4, 0.25, 219.94, 255.74>,
<20, 5, 0.23, 210.98, 213.12>,
<21, 1, 0.09, 158.81, 294.09>,
<21, 2, 0.30, 438.72, 674.95>,
<21, 3, 0.10, 103.12, 332.65>,
<21, 4, 0.21, 95.65, 298.91>,
<21, 5, 0.29, 114.69, 294.09>,
<22, 1, 0.26, 565.26, 588.81>,
<22, 2, 0.13, 290.59, 302.70>,
<22, 3, 0.30, 194.06, 215.62>,
<22, 4, 0.16, 334.46, 451.97>,
<22, 5, 0.15, 230.88, 481.00>,
<23, 1, 0.19, 291.43, 300.44>,
<23, 2, 0.06, 266.55, 283.56>,
<23, 3, 0.45, 349.73, 472.61>,
<23, 4, 0.13, 440.00, 448.98>,
<23, 5, 0.17, 392.94, 405.09>,
<24, 1, 0.08, 49.43, 164.78>,
<24, 2, 0.10, 294.13, 350.16>,
<24, 3, 0.19, 128.14, 162.21>,
<24, 4, 0.50, 53.32, 280.64>,
<24, 5, 0.14, 238.67, 265.19>,
<25, 1, 0.23, 268.30, 273.78>,
<25, 2, 0.39, 233.67, 253.99>,
<25, 3, 0.02, 219.68, 244.09>,
<25, 4, 0.16, 117.92, 214.40>,
<25, 5, 0.21, 181.02, 184.72>,
<26, 1, 0.33, 247.09, 260.10>,
<26, 2, 0.04, 229.77, 236.88>,
<26, 3, 0.05, 154.43, 220.62>,
<26, 4, 0.00, 167.76, 199.72>,
<26, 5, 0.58, 9.38, 234.55>,
<27, 1, 0.27, 2.69, 268.81>,
<27, 2, 0.08, 51.76, 258.78>,
<27, 3, 0.28, 183.60, 286.87>,
<27, 4, 0.22, 60.12, 162.49>,
<27, 5, 0.14, 175.63, 206.63>,
<28, 1, 0.15, 204.11, 351.92>,
<28, 2, 0.15, 52.56, 202.16>,
<28, 3, 0.33, 225.03, 229.62>,
<28, 4, 0.05, 81.12, 124.79>,
<28, 5, 0.32, 272.15, 289.52>,
<29, 1, 0.07, 150.82, 239.40>,
<29, 2, 0.01, 188.67, 198.60>,
<29, 3, 0.36, 134.88, 201.32>,
<29, 4, 0.24, 200.53, 220.36>,
<29, 5, 0.33, 208.93, 348.22>,
<30, 1, 0.08, 52.70, 119.77>,
<30, 2, 0.25, 20.48, 107.79>,
<30, 3, 0.34, 129.11, 167.67>,
<30, 4, 0.00, 91.32, 182.64>,
<30, 5, 0.33, 185.14, 223.07>,
<31, 1, 0.29, 111.83, 141.55>,
<31, 2, 0.20, 39.74, 137.04>,
<31, 3, 0.08, 201.26, 203.30>,
<31, 4, 0.30, 100.44, 218.35>,
<31, 5, 0.13, 37.65, 188.24>,
<32, 1, 0.29, 52.38, 113.88>,
<32, 2, 0.11, 103.24, 147.48>,
<32, 3, 0.17, 197.61, 270.69>,
<32, 4, 0.32, 173.62, 231.49>,
<32, 5, 0.11, 19.04, 95.21>,
<33, 1, 0.34, 77.73, 87.34>,
<33, 2, 0.03, 156.70, 182.21>,
<33, 3, 0.01, 51.82, 167.16>,
<33, 4, 0.31, 17.23, 215.34>,
<33, 5, 0.32, 103.95, 176.19>,
<34, 1, 0.17, 20.08, 167.30>,
<34, 2, 0.22, 188.09, 223.92>,
<34, 3, 0.23, 126.89, 149.28>,
<34, 4, 0.28, 15.57, 141.56>,
<34, 5, 0.10, 113.22, 136.41>,
<35, 1, 0.20, 23.22, 178.58>,
<35, 2, 0.23, 117.76, 120.17>,
<35, 3, 0.15, 18.63, 103.48>,
<35, 4, 0.39, 64.69, 170.24>,
<35, 5, 0.03, 177.88, 243.67>,
<36, 1, 0.23, 89.86, 140.40>,
<36, 2, 0.22, 62.80, 153.17>,
<36, 3, 0.11, 118.23, 151.57>,
<36, 4, 0.21, 76.49, 162.74>,
<36, 5, 0.22, 111.01, 226.56>,
